Place,Category,SubCategory,Year,Amount
Melilla,COLLECTIVE SAFETY,Road Safety,2021,157
Murcia,COLLECTIVE SAFETY,Road Safety,2022,1186
Murcia,COLLECTIVE SAFETY,Road Safety,2020,865
Murcia,COLLECTIVE SAFETY,Road Safety,2019,1244
Murcia,COLLECTIVE SAFETY,Road Safety,2018,1143
Murcia,COLLECTIVE SAFETY,Road Safety,2017,1036
Murcia,COLLECTIVE SAFETY,Road Safety,2016,930
Murcia,COLLECTIVE SAFETY,Road Safety,2015,1116
Murcia,COLLECTIVE SAFETY,Road Safety,2014,1255
Murcia,COLLECTIVE SAFETY,Road Safety,2013,1301
Murcia,COLLECTIVE SAFETY,Road Safety,2012,1330
Murcia,COLLECTIVE SAFETY,Road Safety,2011,1375
Murcia,COLLECTIVE SAFETY,Road Safety,2010,1201
Murcia,COLLECTIVE SAFETY,Road Safety,2021,935
Navarra,COLLECTIVE SAFETY,Road Safety,2022,1535
Navarra,COLLECTIVE SAFETY,Road Safety,2020,976
Navarra,COLLECTIVE SAFETY,Road Safety,2019,1369
Navarra,COLLECTIVE SAFETY,Road Safety,2018,1277
Navarra,COLLECTIVE SAFETY,Road Safety,2017,669
Navarra,COLLECTIVE SAFETY,Road Safety,2016,691
Navarra,COLLECTIVE SAFETY,Road Safety,2015,791
Navarra,COLLECTIVE SAFETY,Road Safety,2014,711
Navarra,COLLECTIVE SAFETY,Road Safety,2013,489
Navarra,COLLECTIVE SAFETY,Road Safety,2012,894
Navarra,COLLECTIVE SAFETY,Road Safety,2011,1025
Navarra,COLLECTIVE SAFETY,Road Safety,2010,878
Navarra,COLLECTIVE SAFETY,Road Safety,2021,1187
Ourense,COLLECTIVE SAFETY,Road Safety,2022,494
Ourense,COLLECTIVE SAFETY,Road Safety,2020,488
Ourense,COLLECTIVE SAFETY,Road Safety,2019,558
Ourense,COLLECTIVE SAFETY,Road Safety,2018,552
Ourense,COLLECTIVE SAFETY,Road Safety,2017,514
Ourense,COLLECTIVE SAFETY,Road Safety,2016,448
Ourense,COLLECTIVE SAFETY,Road Safety,2015,532
Ourense,COLLECTIVE SAFETY,Road Safety,2014,642
Ourense,COLLECTIVE SAFETY,Road Safety,2013,708
Ourense,COLLECTIVE SAFETY,Road Safety,2012,904
Ourense,COLLECTIVE SAFETY,Road Safety,2011,1054
Ourense,COLLECTIVE SAFETY,Road Safety,2010,816
Ourense,COLLECTIVE SAFETY,Road Safety,2021,400
Palencia,COLLECTIVE SAFETY,Road Safety,2022,195
Palencia,COLLECTIVE SAFETY,Road Safety,2020,123
Palencia,COLLECTIVE SAFETY,Road Safety,2019,170
Palencia,COLLECTIVE SAFETY,Road Safety,2018,160
Palencia,COLLECTIVE SAFETY,Road Safety,2017,132
Palencia,COLLECTIVE SAFETY,Road Safety,2016,117
Palencia,COLLECTIVE SAFETY,Road Safety,2015,159
Palencia,COLLECTIVE SAFETY,Road Safety,2014,159
Palencia,COLLECTIVE SAFETY,Road Safety,2013,184
Palencia,COLLECTIVE SAFETY,Road Safety,2012,212
Palencia,COLLECTIVE SAFETY,Road Safety,2011,235
Palencia,COLLECTIVE SAFETY,Road Safety,2010,259
Palencia,COLLECTIVE SAFETY,Road Safety,2021,144
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2022,1228
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2020,1131
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2019,1394
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2018,1243
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2017,1250
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2016,1099
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2015,1158
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2014,1406
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2013,1448
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2012,1479
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2011,1766
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2010,1346
Palmas (Las),COLLECTIVE SAFETY,Road Safety,2021,1178
Pontevedra,COLLECTIVE SAFETY,Road Safety,2022,1588
Pontevedra,COLLECTIVE SAFETY,Road Safety,2020,1198
Pontevedra,COLLECTIVE SAFETY,Road Safety,2019,1645
Pontevedra,COLLECTIVE SAFETY,Road Safety,2018,1664
Pontevedra,COLLECTIVE SAFETY,Road Safety,2017,1431
Pontevedra,COLLECTIVE SAFETY,Road Safety,2016,1353
Pontevedra,COLLECTIVE SAFETY,Road Safety,2015,1508
Pontevedra,COLLECTIVE SAFETY,Road Safety,2014,1676
Pontevedra,COLLECTIVE SAFETY,Road Safety,2013,1829
Pontevedra,COLLECTIVE SAFETY,Road Safety,2012,2082
Pontevedra,COLLECTIVE SAFETY,Road Safety,2011,2140
Pontevedra,COLLECTIVE SAFETY,Road Safety,2010,1570
Pontevedra,COLLECTIVE SAFETY,Road Safety,2021,1253
Rioja (La),COLLECTIVE SAFETY,Road Safety,2022,373
Rioja (La),COLLECTIVE SAFETY,Road Safety,2020,199
Rioja (La),COLLECTIVE SAFETY,Road Safety,2019,292
Rioja (La),COLLECTIVE SAFETY,Road Safety,2018,262
Rioja (La),COLLECTIVE SAFETY,Road Safety,2017,198
Rioja (La),COLLECTIVE SAFETY,Road Safety,2016,274
Rioja (La),COLLECTIVE SAFETY,Road Safety,2015,270
Rioja (La),COLLECTIVE SAFETY,Road Safety,2014,313
Rioja (La),COLLECTIVE SAFETY,Road Safety,2013,317
Rioja (La),COLLECTIVE SAFETY,Road Safety,2012,434
Rioja (La),COLLECTIVE SAFETY,Road Safety,2011,546
Rioja (La),COLLECTIVE SAFETY,Road Safety,2010,436
Rioja (La),COLLECTIVE SAFETY,Road Safety,2021,320
Salamanca,COLLECTIVE SAFETY,Road Safety,2022,270
Salamanca,COLLECTIVE SAFETY,Road Safety,2020,217
Salamanca,COLLECTIVE SAFETY,Road Safety,2019,294
Salamanca,COLLECTIVE SAFETY,Road Safety,2018,339
Salamanca,COLLECTIVE SAFETY,Road Safety,2017,308
Salamanca,COLLECTIVE SAFETY,Road Safety,2016,287
Salamanca,COLLECTIVE SAFETY,Road Safety,2015,293
Salamanca,COLLECTIVE SAFETY,Road Safety,2014,355
Salamanca,COLLECTIVE SAFETY,Road Safety,2013,342
Salamanca,COLLECTIVE SAFETY,Road Safety,2012,417
Salamanca,COLLECTIVE SAFETY,Road Safety,2011,463
Salamanca,COLLECTIVE SAFETY,Road Safety,2010,441
Salamanca,COLLECTIVE SAFETY,Road Safety,2021,279
Tenerife,COLLECTIVE SAFETY,Road Safety,2022,1571
Tenerife,COLLECTIVE SAFETY,Road Safety,2020,1185
Tenerife,COLLECTIVE SAFETY,Road Safety,2019,1385
Tenerife,COLLECTIVE SAFETY,Road Safety,2018,1347
Tenerife,COLLECTIVE SAFETY,Road Safety,2017,1362
Tenerife,COLLECTIVE SAFETY,Road Safety,2016,1264
Tenerife,COLLECTIVE SAFETY,Road Safety,2015,1331
Tenerife,COLLECTIVE SAFETY,Road Safety,2014,1616
Tenerife,COLLECTIVE SAFETY,Road Safety,2013,1995
Tenerife,COLLECTIVE SAFETY,Road Safety,2012,1927
Tenerife,COLLECTIVE SAFETY,Road Safety,2011,2088
Tenerife,COLLECTIVE SAFETY,Road Safety,2010,1921
Tenerife,COLLECTIVE SAFETY,Road Safety,2021,1316
Segovia,COLLECTIVE SAFETY,Road Safety,2022,197
Segovia,COLLECTIVE SAFETY,Road Safety,2020,160
Segovia,COLLECTIVE SAFETY,Road Safety,2019,237
Segovia,COLLECTIVE SAFETY,Road Safety,2018,218
Segovia,COLLECTIVE SAFETY,Road Safety,2017,241
Segovia,COLLECTIVE SAFETY,Road Safety,2016,218
Segovia,COLLECTIVE SAFETY,Road Safety,2015,259
Segovia,COLLECTIVE SAFETY,Road Safety,2014,291
Segovia,COLLECTIVE SAFETY,Road Safety,2013,315
Segovia,COLLECTIVE SAFETY,Road Safety,2012,386
Segovia,COLLECTIVE SAFETY,Road Safety,2011,478
Segovia,COLLECTIVE SAFETY,Road Safety,2010,355
Segovia,COLLECTIVE SAFETY,Road Safety,2021,208
Sevilla,COLLECTIVE SAFETY,Road Safety,2022,1932
Sevilla,COLLECTIVE SAFETY,Road Safety,2020,1774
Sevilla,COLLECTIVE SAFETY,Road Safety,2019,2007
Sevilla,COLLECTIVE SAFETY,Road Safety,2018,2120
Sevilla,COLLECTIVE SAFETY,Road Safety,2017,1997
Sevilla,COLLECTIVE SAFETY,Road Safety,2016,2187
Sevilla,COLLECTIVE SAFETY,Road Safety,2015,2520
Sevilla,COLLECTIVE SAFETY,Road Safety,2014,2975
Sevilla,COLLECTIVE SAFETY,Road Safety,2013,3342
Sevilla,COLLECTIVE SAFETY,Road Safety,2012,3355
Sevilla,COLLECTIVE SAFETY,Road Safety,2011,3828
Sevilla,COLLECTIVE SAFETY,Road Safety,2010,2976
Sevilla,COLLECTIVE SAFETY,Road Safety,2021,1903
Soria,COLLECTIVE SAFETY,Road Safety,2022,127
Soria,COLLECTIVE SAFETY,Road Safety,2020,75
Soria,COLLECTIVE SAFETY,Road Safety,2019,117
Soria,COLLECTIVE SAFETY,Road Safety,2018,91
Soria,COLLECTIVE SAFETY,Road Safety,2017,76
Soria,COLLECTIVE SAFETY,Road Safety,2016,81
Soria,COLLECTIVE SAFETY,Road Safety,2015,75
Soria,COLLECTIVE SAFETY,Road Safety,2014,89
Soria,COLLECTIVE SAFETY,Road Safety,2013,158
Soria,COLLECTIVE SAFETY,Road Safety,2012,141
Soria,COLLECTIVE SAFETY,Road Safety,2011,166
Soria,COLLECTIVE SAFETY,Road Safety,2010,135
Soria,COLLECTIVE SAFETY,Road Safety,2021,116
Tarragona,COLLECTIVE SAFETY,Road Safety,2022,1441
Tarragona,COLLECTIVE SAFETY,Road Safety,2020,929
Tarragona,COLLECTIVE SAFETY,Road Safety,2019,1167
Tarragona,COLLECTIVE SAFETY,Road Safety,2018,1095
Tarragona,COLLECTIVE SAFETY,Road Safety,2017,1110
Tarragona,COLLECTIVE SAFETY,Road Safety,2016,1076
Tarragona,COLLECTIVE SAFETY,Road Safety,2015,1038
Tarragona,COLLECTIVE SAFETY,Road Safety,2014,1034
Tarragona,COLLECTIVE SAFETY,Road Safety,2013,1201
Tarragona,COLLECTIVE SAFETY,Road Safety,2012,1386
Tarragona,COLLECTIVE SAFETY,Road Safety,2011,1927
Tarragona,COLLECTIVE SAFETY,Road Safety,2010,1838
Tarragona,COLLECTIVE SAFETY,Road Safety,2021,1266
Teruel,COLLECTIVE SAFETY,Road Safety,2022,216
Teruel,COLLECTIVE SAFETY,Road Safety,2020,151
Teruel,COLLECTIVE SAFETY,Road Safety,2019,209
Teruel,COLLECTIVE SAFETY,Road Safety,2018,181
Teruel,COLLECTIVE SAFETY,Road Safety,2017,163
Teruel,COLLECTIVE SAFETY,Road Safety,2016,142
Teruel,COLLECTIVE SAFETY,Road Safety,2015,160
Teruel,COLLECTIVE SAFETY,Road Safety,2014,136
Teruel,COLLECTIVE SAFETY,Road Safety,2013,165
Teruel,COLLECTIVE SAFETY,Road Safety,2012,192
Teruel,COLLECTIVE SAFETY,Road Safety,2011,254
Teruel,COLLECTIVE SAFETY,Road Safety,2010,208
Teruel,COLLECTIVE SAFETY,Road Safety,2021,186
Toledo,COLLECTIVE SAFETY,Road Safety,2022,1151
Toledo,COLLECTIVE SAFETY,Road Safety,2020,967
Toledo,COLLECTIVE SAFETY,Road Safety,2019,1021
Toledo,COLLECTIVE SAFETY,Road Safety,2018,825
Toledo,COLLECTIVE SAFETY,Road Safety,2017,744
Toledo,COLLECTIVE SAFETY,Road Safety,2016,770
Toledo,COLLECTIVE SAFETY,Road Safety,2015,811
Toledo,COLLECTIVE SAFETY,Road Safety,2014,922
Toledo,COLLECTIVE SAFETY,Road Safety,2013,1135
Toledo,COLLECTIVE SAFETY,Road Safety,2012,1331
Toledo,COLLECTIVE SAFETY,Road Safety,2011,1638
Toledo,COLLECTIVE SAFETY,Road Safety,2010,1354
Toledo,COLLECTIVE SAFETY,Road Safety,2021,1013
Valencia,COLLECTIVE SAFETY,Road Safety,2022,3681
Valencia,COLLECTIVE SAFETY,Road Safety,2020,2467
Valencia,COLLECTIVE SAFETY,Road Safety,2019,2987
Valencia,COLLECTIVE SAFETY,Road Safety,2018,2910
Valencia,COLLECTIVE SAFETY,Road Safety,2017,2888
Valencia,COLLECTIVE SAFETY,Road Safety,2016,2927
Valencia,COLLECTIVE SAFETY,Road Safety,2015,2990
Valencia,COLLECTIVE SAFETY,Road Safety,2014,3217
Valencia,COLLECTIVE SAFETY,Road Safety,2013,3081
Valencia,COLLECTIVE SAFETY,Road Safety,2012,3253
Valencia,COLLECTIVE SAFETY,Road Safety,2011,3494
Valencia,COLLECTIVE SAFETY,Road Safety,2010,3304
Valencia,COLLECTIVE SAFETY,Road Safety,2021,2979
Valladolid,COLLECTIVE SAFETY,Road Safety,2022,374
Valladolid,COLLECTIVE SAFETY,Road Safety,2020,278
Valladolid,COLLECTIVE SAFETY,Road Safety,2019,374
Valladolid,COLLECTIVE SAFETY,Road Safety,2018,318
Valladolid,COLLECTIVE SAFETY,Road Safety,2017,275
Valladolid,COLLECTIVE SAFETY,Road Safety,2016,294
Valladolid,COLLECTIVE SAFETY,Road Safety,2015,337
Valladolid,COLLECTIVE SAFETY,Road Safety,2014,406
Valladolid,COLLECTIVE SAFETY,Road Safety,2013,515
Valladolid,COLLECTIVE SAFETY,Road Safety,2012,542
Valladolid,COLLECTIVE SAFETY,Road Safety,2011,539
Valladolid,COLLECTIVE SAFETY,Road Safety,2010,448
Valladolid,COLLECTIVE SAFETY,Road Safety,2021,351
Zamora,COLLECTIVE SAFETY,Road Safety,2022,277
Zamora,COLLECTIVE SAFETY,Road Safety,2020,179
Zamora,COLLECTIVE SAFETY,Road Safety,2019,183
Zamora,COLLECTIVE SAFETY,Road Safety,2018,199
Zamora,COLLECTIVE SAFETY,Road Safety,2017,156
Zamora,COLLECTIVE SAFETY,Road Safety,2016,165
Zamora,COLLECTIVE SAFETY,Road Safety,2015,176
Zamora,COLLECTIVE SAFETY,Road Safety,2014,233
Zamora,COLLECTIVE SAFETY,Road Safety,2013,265
Zamora,COLLECTIVE SAFETY,Road Safety,2012,351
Zamora,COLLECTIVE SAFETY,Road Safety,2011,437
Zamora,COLLECTIVE SAFETY,Road Safety,2010,492
Zamora,COLLECTIVE SAFETY,Road Safety,2021,214
Zaragoza,COLLECTIVE SAFETY,Road Safety,2022,653
Zaragoza,COLLECTIVE SAFETY,Road Safety,2020,393
Zaragoza,COLLECTIVE SAFETY,Road Safety,2019,481
Zaragoza,COLLECTIVE SAFETY,Road Safety,2018,437
Zaragoza,COLLECTIVE SAFETY,Road Safety,2017,407
Zaragoza,COLLECTIVE SAFETY,Road Safety,2016,381
Zaragoza,COLLECTIVE SAFETY,Road Safety,2015,377
Zaragoza,COLLECTIVE SAFETY,Road Safety,2014,421
Zaragoza,COLLECTIVE SAFETY,Road Safety,2013,447
Zaragoza,COLLECTIVE SAFETY,Road Safety,2012,525
Zaragoza,COLLECTIVE SAFETY,Road Safety,2011,628
Zaragoza,COLLECTIVE SAFETY,Road Safety,2010,450
Zaragoza,COLLECTIVE SAFETY,Road Safety,2021,507
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2021,77
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2022,85
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2020,62
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2019,72
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2018,77
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2017,80
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2016,74
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2015,85
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2014,106
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2013,98
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2012,118
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2011,128
Albacete,COLLECTIVE SAFETY,Drug Trafficking,2010,157
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2021,935
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2022,963
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2020,816
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2019,788
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2018,669
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2017,626
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2016,704
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2015,601
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2014,680
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2013,778
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2012,630
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2011,566
Alicante,COLLECTIVE SAFETY,Drug Trafficking,2010,583
Almería,COLLECTIVE SAFETY,Drug Trafficking,2021,515
Almería,COLLECTIVE SAFETY,Drug Trafficking,2022,510
Almería,COLLECTIVE SAFETY,Drug Trafficking,2020,538
Almería,COLLECTIVE SAFETY,Drug Trafficking,2019,451
Almería,COLLECTIVE SAFETY,Drug Trafficking,2018,345
Almería,COLLECTIVE SAFETY,Drug Trafficking,2017,267
Almería,COLLECTIVE SAFETY,Drug Trafficking,2016,235
Almería,COLLECTIVE SAFETY,Drug Trafficking,2015,240
Almería,COLLECTIVE SAFETY,Drug Trafficking,2014,210
Almería,COLLECTIVE SAFETY,Drug Trafficking,2013,267
Almería,COLLECTIVE SAFETY,Drug Trafficking,2012,279
Almería,COLLECTIVE SAFETY,Drug Trafficking,2011,352
Almería,COLLECTIVE SAFETY,Drug Trafficking,2010,337
Araba,COLLECTIVE SAFETY,Drug Trafficking,2021,89
Araba,COLLECTIVE SAFETY,Drug Trafficking,2022,105
Araba,COLLECTIVE SAFETY,Drug Trafficking,2020,111
Araba,COLLECTIVE SAFETY,Drug Trafficking,2019,105
Araba,COLLECTIVE SAFETY,Drug Trafficking,2018,73
Araba,COLLECTIVE SAFETY,Drug Trafficking,2017,47
Araba,COLLECTIVE SAFETY,Drug Trafficking,2016,48
Araba,COLLECTIVE SAFETY,Drug Trafficking,2015,40
Araba,COLLECTIVE SAFETY,Drug Trafficking,2014,25
Araba,COLLECTIVE SAFETY,Drug Trafficking,2013,44
Araba,COLLECTIVE SAFETY,Drug Trafficking,2012,57
Araba,COLLECTIVE SAFETY,Drug Trafficking,2011,39
Araba,COLLECTIVE SAFETY,Drug Trafficking,2010,56
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2021,166
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2022,170
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2020,180
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2019,206
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2018,140
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2017,130
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2016,103
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2015,154
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2014,167
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2013,189
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2012,206
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2011,240
Asturias,COLLECTIVE SAFETY,Drug Trafficking,2010,154
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2022,27
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2020,41
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2019,42
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2018,39
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2017,34
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2016,27
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2015,22
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2014,24
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2013,36
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2012,36
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2011,39
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2010,30
Ávila,COLLECTIVE SAFETY,Drug Trafficking,2021,48
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2022,181
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2020,200
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2019,218
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2018,131
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2017,127
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2016,115
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2015,140
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2014,148
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2013,196
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2012,198
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2011,201
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2010,191
Badajoz,COLLECTIVE SAFETY,Drug Trafficking,2021,206
Balears,COLLECTIVE SAFETY,Drug Trafficking,2022,627
Balears,COLLECTIVE SAFETY,Drug Trafficking,2020,431
Balears,COLLECTIVE SAFETY,Drug Trafficking,2019,656
Balears,COLLECTIVE SAFETY,Drug Trafficking,2018,514
Balears,COLLECTIVE SAFETY,Drug Trafficking,2017,483
Balears,COLLECTIVE SAFETY,Drug Trafficking,2016,500
Balears,COLLECTIVE SAFETY,Drug Trafficking,2015,419
Balears,COLLECTIVE SAFETY,Drug Trafficking,2014,560
Balears,COLLECTIVE SAFETY,Drug Trafficking,2013,561
Balears,COLLECTIVE SAFETY,Drug Trafficking,2012,435
Balears,COLLECTIVE SAFETY,Drug Trafficking,2011,436
Balears,COLLECTIVE SAFETY,Drug Trafficking,2010,320
Balears,COLLECTIVE SAFETY,Drug Trafficking,2021,389
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2022,2892
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2020,2090
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2019,1721
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2018,1699
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2017,1436
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2016,1318
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2015,1146
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2014,1205
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2013,1251
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2012,1327
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2011,1380
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2010,1105
Barcelona,COLLECTIVE SAFETY,Drug Trafficking,2021,2833
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2022,234
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2020,210
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2019,171
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2018,144
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2017,157
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2016,167
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2015,178
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2014,208
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2013,199
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2012,206
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2011,216
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2010,230
Bizkaia,COLLECTIVE SAFETY,Drug Trafficking,2021,201
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2022,93
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2020,78
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2019,73
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2018,69
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2017,74
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2016,67
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2015,51
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2014,68
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2013,59
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2012,68
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2011,50
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2010,36
Burgos,COLLECTIVE SAFETY,Drug Trafficking,2021,75
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2022,84
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2020,101
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2019,105
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2018,102
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2017,74
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2016,83
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2015,61
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2014,122
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2013,110
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2012,93
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2011,112
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2010,62
Cáceres,COLLECTIVE SAFETY,Drug Trafficking,2021,118
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2022,883
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2020,1086
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2019,1130
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2018,788
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2017,818
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2016,750
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2015,929
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2014,1105
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2013,1021
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2012,1241
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2011,1172
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2010,958
Cádiz,COLLECTIVE SAFETY,Drug Trafficking,2021,1012
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2022,83
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2020,96
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2019,86
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2018,87
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2017,63
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2016,92
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2015,115
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2014,110
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2013,92
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2012,103
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2011,101
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2010,102
Cantabria,COLLECTIVE SAFETY,Drug Trafficking,2021,96
Castellón,COLLECTIVE SAFETY,Drug Trafficking,2022,121
Castellón,COLLECTIVE SAFETY,Drug Trafficking,2020,140
Castellón,COLLECTIVE SAFETY,Drug Trafficking,2019,160
Castellón,COLLECTIVE SAFETY,Drug Trafficking,2018,141
Castellón,COLLECTIVE SAFETY,Drug Trafficking,2017,145
